C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.09] y[0.08] z[1.12] mag[1.13]485500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.09] mag[1.10]486000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.08] mag[1.08]486500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.08] z[1.07] mag[1.07]487000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.02] z[1.08] mag[1.08]487500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.08] mag[1.08]488000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.07] mag[1.07]488500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.03] z[1.08] mag[1.08]489000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.08]489500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.07] mag[1.07]490000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.10] mag[1.10]490500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.09] mag[1.09]491000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.07] mag[1.07]491500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.09] mag[1.09]492000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.10] mag[1.10]492500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.10] mag[1.10]493000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[-0.02] z[1.11] mag[1.11]493500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.06] mag[1.06]494000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.07] mag[1.07]494500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.07] mag[1.08]495000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.12] mag[1.12]495500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.07] mag[1.07]496000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.12] mag[1.12]496500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]497000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.07] z[1.06] mag[1.06]497500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.05] mag[1.05]498000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.09] z[1.12] mag[1.12]498500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.08] z[1.07] mag[1.07]499000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.04] z[1.06] mag[1.06]499500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]500000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.05] z[1.08] mag[1.08]500500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.08] mag[1.08]501000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.07] mag[1.08]501500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.11] z[1.07] mag[1.07]502000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.10] z[1.07] mag[1.07]502500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.10] z[1.09] mag[1.09]503000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.06] z[1.07] mag[1.07]503500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.01] z[1.10] mag[1.10]504000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.08] mag[1.08]504500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.08] z[1.07] mag[1.08]505000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.07] mag[1.08]505500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.10] mag[1.10]506000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.09] mag[1.10]506500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.06] mag[1.06]507000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.06] mag[1.06]507500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.04] z[1.06] mag[1.06]508000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.08] mag[1.08]508500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.08] mag[1.08]509000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.08] mag[1.08]509500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.03] z[1.07] mag[1.07]510000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.07] mag[1.08]510500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.06] z[1.07] mag[1.08]511000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.07] mag[1.08]511500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.06] mag[1.07]512000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.01] z[1.08] mag[1.08]512500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.02] z[1.07] mag[1.07]513000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.03] z[1.07] mag[1.07]513500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.08] mag[1.08]514000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.02] z[1.10] mag[1.10]514500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.08] mag[1.08]515000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.07] mag[1.08]515500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.10] mag[1.10]516000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.09] mag[1.09]516500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.04] z[1.08] mag[1.09]517000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.08] z[1.07] mag[1.07]517500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.08] mag[1.08]518000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.07] y[0.01] z[1.08] mag[1.08]518500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.08] mag[1.08]519000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.07] mag[1.07]519500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.05] z[1.06] mag[1.07]520000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.09] mag[1.09]520500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.04] z[1.08] mag[1.08]521000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.03] z[1.07] mag[1.08]521500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.07] mag[1.08]522000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.04] z[1.07] mag[1.07]522500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.05] mag[1.05]523000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.08] y[0.04] z[1.12] mag[1.13]523500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.09] mag[1.09]524000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.12] z[1.10] mag[1.11]524500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.04] z[1.06] mag[1.07]525000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.07] mag[1.07]525500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.05] z[1.11] mag[1.12]526000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.08] mag[1.08]526500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.01] z[1.08] mag[1.08]527000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.08] mag[1.08]527500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.07] mag[1.07]528000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.07] y[0.03] z[1.07] mag[1.08]528500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.10] mag[1.10]529000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.08] mag[1.08]529500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.07] mag[1.07]530000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.02] z[1.06] mag[1.07]530500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.05] z[1.06] mag[1.06]531000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.07] z[1.07] mag[1.08]531500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.07] y[0.06] z[1.06] mag[1.06]532000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[-0.00] z[1.09] mag[1.09]532500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.06] mag[1.06]533000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.04] z[1.07] mag[1.07]533500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.09] mag[1.09]534000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.07] mag[1.07]534500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.01] z[1.09] mag[1.09]535000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[-0.02] z[1.06] mag[1.06]535500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.08] z[1.07] mag[1.08]536000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.07] mag[1.07]536500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.01] y[0.06] z[1.06] mag[1.06]537000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.08] mag[1.08]537500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.06] mag[1.07]538000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.04] z[1.07] mag[1.07]538500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.07] mag[1.07]539000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.09] z[1.12] mag[1.12]539500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.13] mag[1.13]540000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.09] mag[1.09]540500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.08] mag[1.09]541000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.08] mag[1.08]541500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.09] z[1.08] mag[1.08]542000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.12] z[1.15] mag[1.16]542500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.09] mag[1.09]543000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.06] mag[1.06]543500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.01] z[1.10] mag[1.10]544000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.07]544500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.05] z[1.08] mag[1.08]545000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.08] mag[1.08]545500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.08] z[1.11] mag[1.12]546000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.09] mag[1.09]546500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.03] z[1.09] mag[1.09]547000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.03] z[1.07] mag[1.07]547500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.10] mag[1.10]548000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.06] mag[1.06]548500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[-0.01] z[1.10] mag[1.10]549000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.06] mag[1.07]549500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.08] z[1.11] mag[1.11]550000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.03] z[1.08] mag[1.08]550500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.08] mag[1.08]551000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.02] z[1.09] mag[1.09]551500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.07] mag[1.08]552000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.07] z[1.08] mag[1.09]552500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.07] mag[1.08]553000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.04] z[1.07] mag[1.07]553500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.09] mag[1.09]554000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.06] z[1.06] mag[1.07]554500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.09] mag[1.09]555000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.09] mag[1.09]555500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.07] mag[1.07]556000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.07] mag[1.07]556500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.12] mag[1.12]557000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.02] z[1.13] mag[1.14]557500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.08] mag[1.08]558000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.09] mag[1.10]558500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.08] mag[1.08]559000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.07] z[1.06] mag[1.06]559500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.00] z[1.06] mag[1.06]560000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.04] z[1.05] mag[1.06]560500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.08] mag[1.08]561000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.05] z[1.08] mag[1.09]561500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.00] y[0.05] z[1.06] mag[1.07]562000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.10] z[1.12] mag[1.13]562500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.08] z[1.10] mag[1.10]563000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.06] z[1.08] mag[1.09]563500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.07] y[0.07] z[1.09] mag[1.09]564000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.06] z[1.04] mag[1.04]564500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.03] z[1.10] mag[1.10]565000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.10] z[1.06] mag[1.06]565500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.03] z[1.08] mag[1.08]566000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.02] z[1.09] mag[1.10]566500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]567000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.07] z[1.09] mag[1.09]567500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.09] mag[1.09]568000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.09] mag[1.09]568500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.04] z[1.10] mag[1.10]569000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[-0.01] z[1.12] mag[1.12]569500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.08] mag[1.08]570000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.08] z[1.09] mag[1.10]570500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.06] z[1.07] mag[1.07]571000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.01] z[1.09] mag[1.09]571500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[0.07] z[1.06] mag[1.06]572000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.09] z[1.10] mag[1.11]572500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.07] z[1.07] mag[1.07]573000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.05] z[1.07] mag[1.07]573500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.06] z[1.08] mag[1.08]574000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.08] z[1.08] mag[1.09]574500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.08] mag[1.08]575000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.03] z[1.10] mag[1.10]575500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.11] mag[1.11]576000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.06] mag[1.07]576500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.09] mag[1.09]577000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.06] y[0.02] z[1.08] mag[1.08]577500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.07] z[1.06] mag[1.06]578000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.07] mag[1.07]578500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.07] y[0.04] z[1.05] mag[1.06]579000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.07] y[0.08] z[1.10] mag[1.10]579500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.11] z[1.10] mag[1.11]580000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.05] z[1.06] mag[1.07]580500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.05] z[1.06] mag[1.07]581000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[-0.01] z[1.11] mag[1.11]581500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.05] y[-0.03] z[1.08] mag[1.08]582000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.05] z[1.08] mag[1.09]582500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.06] mag[1.06]583000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.03] y[0.03] z[1.07] mag[1.07]583500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.06] z[1.09] mag[1.09]584000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.03] z[1.08] mag[1.08]584500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.04] y[0.07] z[1.08] mag[1.08]585000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.01] y[0.08] z[1.18] mag[1.19]585500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[0.02] y[0.04] z[1.07] mag[1.08]586000ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
x[-0.00] y[0.05] z[1.10] mag[1.10]586500ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKING
