C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 5.00RPM, 5.00avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.01] y[0.35] z[1.05] mag[1.11] 6.80 degrees
88500ms, 0.00RPM, 0.03avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.36] z[1.06] mag[1.12] 7.77 degrees
89000ms, 0.00RPM, 0.03avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.02] mag[1.08] 2.35 degrees
89500ms, 0.00RPM, 0.03avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.08] mag[1.14] 10.33 degrees
90000ms, 0.00RPM, 0.03avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.05] mag[1.12] 6.95 degrees
90500ms, 0.00RPM, 0.03avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.38] z[1.05] mag[1.12] 6.65 degrees
91000ms, 0.00RPM, 0.03avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.39] z[1.05] mag[1.12] 6.64 degrees
91500ms, 0.00RPM, 0.03avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.06] mag[1.12] 8.30 degrees
92000ms, 0.00RPM, 0.03avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.04] y[0.36] z[1.09] mag[1.14] 10.77 degrees
92500ms, 15.00RPM, 0.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.39] z[1.05] mag[1.12] 6.91 degrees
93000ms, 65.00RPM, 0.46avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.39] z[1.05] mag[1.12] 6.30 degrees
93500ms, 85.00RPM, 0.91avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.06] mag[1.12] 8.27 degrees
94000ms, 75.00RPM, 1.30avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.05] mag[1.11] 7.35 degrees
94500ms, 55.00RPM, 1.59avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.38] z[1.03] mag[1.10] 4.53 degrees
95000ms, 40.00RPM, 1.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.06] mag[1.12] 8.58 degrees
95500ms, 25.00RPM, 1.91avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.04] mag[1.10] 5.67 degrees
96000ms, 10.00RPM, 1.95avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.08] mag[1.14] 10.00 degrees
96500ms, 0.00RPM, 1.94avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.40] z[1.10] mag[1.17] 11.60 degrees
97000ms, 0.00RPM, 1.93avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.28] z[1.08] mag[1.11] 11.32 degrees
97500ms, 0.00RPM, 1.92avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.37] z[1.07] mag[1.14] 9.31 degrees
98000ms, 0.00RPM, 1.91avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.04] mag[1.10] 5.61 degrees
98500ms, 0.00RPM, 1.90avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.31] z[1.06] mag[1.11] 9.33 degrees
99000ms, 0.00RPM, 1.89avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.05] mag[1.11] 7.09 degrees
99500ms, 0.00RPM, 1.88avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.04] mag[1.10] 4.94 degrees
100000ms, 0.00RPM, 1.88avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.06] mag[1.12] 7.80 degrees
100500ms, 0.00RPM, 1.87avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.38] z[1.05] mag[1.11] 6.17 degrees
101000ms, 0.00RPM, 1.86avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.37] z[1.05] mag[1.11] 6.32 degrees
101500ms, 0.00RPM, 1.85avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.07] mag[1.13] 9.76 degrees
102000ms, 0.00RPM, 1.84avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.37] z[1.04] mag[1.10] 5.16 degrees
102500ms, 0.00RPM, 1.83avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.39] z[1.06] mag[1.13] 7.31 degrees
103000ms, 0.00RPM, 1.82avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.35] z[1.06] mag[1.12] 7.92 degrees
103500ms, 0.00RPM, 1.81avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.09] mag[1.15] 10.96 degrees
104000ms, 0.00RPM, 1.80avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.06] mag[1.12] 8.36 degrees
104500ms, 0.00RPM, 1.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.38] z[1.05] mag[1.12] 6.79 degrees
105000ms, 0.00RPM, 1.79avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.38] z[1.06] mag[1.13] 7.42 degrees
105500ms, 0.00RPM, 1.78avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.07] mag[1.12] 8.73 degrees
106000ms, 0.00RPM, 1.77avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.05] mag[1.11] 6.83 degrees
106500ms, 0.00RPM, 1.76avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.06] mag[1.12] 7.86 degrees
107000ms, 0.00RPM, 1.75avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.38] z[1.06] mag[1.13] 7.93 degrees
107500ms, 0.00RPM, 1.74avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.07] mag[1.13] 8.78 degrees
108000ms, 0.00RPM, 1.74avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.09] mag[1.15] 11.83 degrees
108500ms, 0.00RPM, 1.73avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.04] mag[1.10] 5.79 degrees
109000ms, 0.00RPM, 1.72avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.06] mag[1.12] 7.57 degrees
109500ms, 0.00RPM, 1.71avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.39] z[1.06] mag[1.13] 7.18 degrees
110000ms, 0.00RPM, 1.70avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.05] mag[1.11] 7.09 degrees
110500ms, 0.00RPM, 1.70avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.31] z[1.04] mag[1.09] 6.84 degrees
111000ms, 0.00RPM, 1.69avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.05] mag[1.11] 7.09 degrees
111500ms, 0.00RPM, 1.68avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.30] z[1.05] mag[1.09] 7.38 degrees
112000ms, 0.00RPM, 1.67avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.05] mag[1.11] 6.50 degrees
112500ms, 0.00RPM, 1.67avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.07] mag[1.12] 8.83 degrees
113000ms, 0.00RPM, 1.66avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.32] z[1.07] mag[1.12] 9.77 degrees
113500ms, 0.00RPM, 1.65avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.03] mag[1.09] 4.48 degrees
114000ms, 0.00RPM, 1.64avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.08] mag[1.13] 11.15 degrees
114500ms, 0.00RPM, 1.64avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.12] mag[1.17] 14.12 degrees
115000ms, 0.00RPM, 1.63avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.04] mag[1.10] 6.22 degrees
115500ms, 0.00RPM, 1.62avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.07] mag[1.12] 9.08 degrees
116000ms, 0.00RPM, 1.62avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.06] mag[1.12] 7.89 degrees
116500ms, 0.00RPM, 1.61avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.37] z[1.06] mag[1.12] 7.40 degrees
117000ms, 0.00RPM, 1.60avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.06] mag[1.11] 8.70 degrees
117500ms, 0.00RPM, 1.60avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.07] mag[1.12] 9.70 degrees
118000ms, 0.00RPM, 1.59avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.03] mag[1.09] 4.00 degrees
118500ms, 0.00RPM, 1.58avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.05] mag[1.11] 7.78 degrees
119000ms, 0.00RPM, 1.58avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.04] mag[1.10] 6.21 degrees
119500ms, 0.00RPM, 1.57avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.08] mag[1.13] 10.71 degrees
120000ms, 0.00RPM, 1.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.03] mag[1.09] 4.56 degrees
120500ms, 0.00RPM, 1.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.10] 5.81 degrees
121000ms, 0.00RPM, 1.55avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.37] z[1.07] mag[1.13] 8.44 degrees
121500ms, 0.00RPM, 1.54avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.06] mag[1.11] 8.21 degrees
122000ms, 0.00RPM, 1.54avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.08] mag[1.13] 10.33 degrees
122500ms, 0.00RPM, 1.53avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.04] mag[1.10] 6.54 degrees
123000ms, 0.00RPM, 1.52avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.06] mag[1.12] 7.99 degrees
123500ms, 0.00RPM, 1.52avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.40] z[1.06] mag[1.13] 7.46 degrees
124000ms, 0.00RPM, 1.51avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.05] mag[1.12] 6.70 degrees
124500ms, 0.00RPM, 1.51avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.08] mag[1.13] 11.27 degrees
125000ms, 0.00RPM, 1.50avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.37] z[1.04] mag[1.10] 5.60 degrees
125500ms, 0.00RPM, 1.49avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.06] mag[1.12] 8.33 degrees
126000ms, 0.00RPM, 1.49avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.06] mag[1.12] 8.05 degrees
126500ms, 0.00RPM, 1.48avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.08] mag[1.14] 10.83 degrees
127000ms, 0.00RPM, 1.48avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.37] z[1.04] mag[1.10] 5.05 degrees
127500ms, 0.00RPM, 1.47avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.05] mag[1.11] 7.04 degrees
128000ms, 0.00RPM, 1.46avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.06] mag[1.11] 8.21 degrees
128500ms, 0.00RPM, 1.46avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.37] z[1.06] mag[1.12] 7.34 degrees
129000ms, 0.00RPM, 1.45avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.08] mag[1.13] 10.04 degrees
129500ms, 0.00RPM, 1.45avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.41] z[1.05] mag[1.12] 5.84 degrees
130000ms, 0.00RPM, 1.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.07] mag[1.12] 8.83 degrees
130500ms, 0.00RPM, 1.44avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.04] mag[1.10] 5.76 degrees
131000ms, 0.00RPM, 1.43avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.39] z[1.04] mag[1.11] 5.16 degrees
131500ms, 0.00RPM, 1.43avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.09] mag[1.15] 11.12 degrees
132000ms, 0.00RPM, 1.42avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 5.84 degrees
132500ms, 0.00RPM, 1.42avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.06] mag[1.12] 7.89 degrees
133000ms, 0.00RPM, 1.41avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.05] mag[1.12] 7.18 degrees
133500ms, 0.00RPM, 1.40avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.05] mag[1.10] 6.62 degrees
134000ms, 0.00RPM, 1.40avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.37] z[1.04] mag[1.11] 5.81 degrees
134500ms, 0.00RPM, 1.39avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.10] 6.03 degrees
135000ms, 0.00RPM, 1.39avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.10] mag[1.15] 12.27 degrees
135500ms, 0.00RPM, 1.38avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.37] z[1.05] mag[1.11] 6.45 degrees
136000ms, 0.00RPM, 1.38avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.37] z[1.09] mag[1.15] 10.58 degrees
136500ms, 0.00RPM, 1.37avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.37] z[1.05] mag[1.12] 6.95 degrees
137000ms, 0.00RPM, 1.37avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.35] z[1.06] mag[1.12] 7.95 degrees
137500ms, 0.00RPM, 1.36avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.04] y[0.39] z[1.09] mag[1.15] 10.22 degrees
138000ms, 0.00RPM, 1.36avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.06] mag[1.11] 8.66 degrees
138500ms, 0.00RPM, 1.35avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.08] mag[1.14] 9.65 degrees
139000ms, 0.00RPM, 1.35avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.37] z[1.05] mag[1.12] 6.68 degrees
139500ms, 0.00RPM, 1.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.37] z[1.04] mag[1.11] 5.86 degrees
140000ms, 0.00RPM, 1.34avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.07] mag[1.13] 9.44 degrees
140500ms, 0.00RPM, 1.33avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.09] mag[1.14] 11.03 degrees
141000ms, 0.00RPM, 1.33avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.06] mag[1.11] 8.04 degrees
141500ms, 0.00RPM, 1.33avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.05] mag[1.11] 7.50 degrees
142000ms, 0.00RPM, 1.32avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.39] z[1.05] mag[1.12] 6.96 degrees
142500ms, 0.00RPM, 1.32avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.05] mag[1.11] 7.01 degrees
143000ms, 0.00RPM, 1.31avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.31] z[1.03] mag[1.08] 4.72 degrees
143500ms, 0.00RPM, 1.31avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.29] z[1.03] mag[1.07] 5.04 degrees
144000ms, 0.00RPM, 1.30avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.38] z[1.05] mag[1.11] 6.15 degrees
144500ms, 0.00RPM, 1.30avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.07] mag[1.12] 9.19 degrees
145000ms, 0.00RPM, 1.29avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.04] mag[1.11] 5.83 degrees
145500ms, 0.00RPM, 1.29avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.04] mag[1.09] 6.02 degrees
146000ms, 0.00RPM, 1.28avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.37] z[1.05] mag[1.11] 6.35 degrees
146500ms, 0.00RPM, 1.28avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.39] z[1.05] mag[1.12] 6.42 degrees
147000ms, 0.00RPM, 1.28avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.28] z[1.11] mag[1.15] 15.20 degrees
147500ms, 0.00RPM, 1.27avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.07] y[0.39] z[1.02] mag[1.09] 2.18 degrees
148000ms, 0.00RPM, 1.27avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.36] z[1.04] mag[1.09] 5.02 degrees
148500ms, 0.00RPM, 1.26avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.04] mag[1.11] 6.17 degrees
149000ms, 0.00RPM, 1.26avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.05] mag[1.11] 7.03 degrees
149500ms, 0.00RPM, 1.25avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.40] z[1.04] mag[1.12] 5.24 degrees
150000ms, 0.00RPM, 1.25avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.05] mag[1.11] 6.78 degrees
150500ms, 0.00RPM, 1.25avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.04] mag[1.10] 5.16 degrees
151000ms, 0.00RPM, 1.24avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.06] mag[1.11] 7.82 degrees
151500ms, 0.00RPM, 1.24avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.06] mag[1.11] 8.70 degrees
152000ms, 0.00RPM, 1.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.37] z[1.05] mag[1.11] 6.53 degrees
152500ms, 0.00RPM, 1.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.06] mag[1.12] 8.27 degrees
153000ms, 0.00RPM, 1.23avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.05] mag[1.10] 7.15 degrees
153500ms, 0.00RPM, 1.22avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.05] mag[1.11] 6.84 degrees
154000ms, 0.00RPM, 1.22avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.05] mag[1.11] 6.35 degrees
154500ms, 0.00RPM, 1.21avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.38] z[1.05] mag[1.12] 6.40 degrees
155000ms, 0.00RPM, 1.21avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.35] z[1.09] mag[1.14] 11.32 degrees
155500ms, 0.00RPM, 1.21avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.05] mag[1.11] 7.62 degrees
156000ms, 0.00RPM, 1.20avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.35] z[1.05] mag[1.11] 6.80 degrees
156500ms, 0.00RPM, 1.20avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.06] mag[1.11] 7.98 degrees
157000ms, 0.00RPM, 1.19avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.04] mag[1.10] 5.95 degrees
157500ms, 0.00RPM, 1.19avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.05] mag[1.11] 7.00 degrees
158000ms, 0.00RPM, 1.19avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.04] mag[1.10] 5.62 degrees
158500ms, 0.00RPM, 1.18avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.32] z[1.05] mag[1.10] 7.28 degrees
159000ms, 0.00RPM, 1.18avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.04] mag[1.10] 6.00 degrees
159500ms, 0.00RPM, 1.18avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.40] z[1.06] mag[1.13] 7.44 degrees
160000ms, 0.00RPM, 1.17avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.07] mag[1.12] 9.30 degrees
160500ms, 0.00RPM, 1.17avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.38] z[1.07] mag[1.14] 8.77 degrees
161000ms, 0.00RPM, 1.16avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.08] mag[1.14] 10.26 degrees
161500ms, 0.00RPM, 1.16avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.06] mag[1.12] 7.83 degrees
162000ms, 0.00RPM, 1.16avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.38] z[1.04] mag[1.11] 5.90 degrees
162500ms, 0.00RPM, 1.15avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.37] z[1.06] mag[1.12] 7.71 degrees
163000ms, 0.00RPM, 1.15avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.39] z[1.04] mag[1.11] 5.35 degrees
163500ms, 0.00RPM, 1.15avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.33] z[1.05] mag[1.10] 7.03 degrees
164000ms, 0.00RPM, 1.14avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.05] mag[1.12] 7.29 degrees
164500ms, 0.00RPM, 1.14avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.04] mag[1.09] 5.11 degrees
165000ms, 0.00RPM, 1.14avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.04] mag[1.10] 6.32 degrees
165500ms, 0.00RPM, 1.13avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.39] z[1.04] mag[1.11] 5.16 degrees
166000ms, 0.00RPM, 1.13avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.38] z[1.04] mag[1.11] 5.90 degrees
166500ms, 0.00RPM, 1.13avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.36] z[1.05] mag[1.11] 6.45 degrees
167000ms, 0.00RPM, 1.12avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.04] mag[1.10] 5.59 degrees
167500ms, 0.00RPM, 1.12avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.37] z[1.04] mag[1.10] 4.85 degrees
168000ms, 0.00RPM, 1.12avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.05] mag[1.11] 7.00 degrees
168500ms, 0.00RPM, 1.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.07] mag[1.12] 10.06 degrees
169000ms, 0.00RPM, 1.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.37] z[1.05] mag[1.12] 6.98 degrees
169500ms, 0.00RPM, 1.11avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.06] mag[1.12] 7.86 degrees
170000ms, 0.00RPM, 1.10avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.08] mag[1.14] 10.13 degrees
170500ms, 0.00RPM, 1.10avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.07] mag[1.13] 9.65 degrees
171000ms, 0.00RPM, 1.10avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.06] mag[1.11] 7.69 degrees
171500ms, 0.00RPM, 1.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.39] z[1.06] mag[1.13] 7.60 degrees
172000ms, 0.00RPM, 1.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.05] mag[1.10] 6.62 degrees
172500ms, 0.00RPM, 1.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.07] mag[1.14] 9.07 degrees
173000ms, 0.00RPM, 1.08avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.36] z[1.04] mag[1.11] 6.14 degrees
173500ms, 0.00RPM, 1.08avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.01] y[0.37] z[1.03] mag[1.10] 4.67 degrees
174000ms, 0.00RPM, 1.08avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.02] y[0.37] z[1.06] mag[1.13] 8.02 degrees
174500ms, 0.00RPM, 1.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.40] z[1.05] mag[1.12] 5.96 degrees
175000ms, 0.00RPM, 1.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.05] mag[1.11] 6.72 degrees
175500ms, 0.00RPM, 1.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[-0.00] y[0.36] z[1.04] mag[1.10] 5.74 degrees
176000ms, 0.00RPM, 1.07avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.06] mag[1.12] 7.92 degrees
