C:\Users\User\Documents\Arduino\CentrifugeV2MotorArduino\mcp4725_voltage\mcp4725_voltage.ino
MCP4725_VERSION: 0.4.0

Voltage:	0.00


1017ms, 0.00RPM, 0.00avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.05] y[0.35] z[1.05] mag[1.11] 7.35 degrees
89000ms, 0.00RPM, 166.91avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.01] y[0.34] z[1.05] mag[1.11] 8.99 degrees
89500ms, 0.00RPM, 165.98avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.02] y[0.36] z[1.09] mag[1.15] 10.81 degrees
90000ms, 0.00RPM, 165.06avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.02] y[0.34] z[1.04] mag[1.10] 7.93 degrees
90500ms, 0.00RPM, 164.14avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.02] y[0.32] z[1.05] mag[1.10] 8.05 degrees
91000ms, 0.00RPM, 163.24avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.01] y[0.34] z[1.06] mag[1.11] 9.19 degrees
91500ms, 0.00RPM, 162.35avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.02] y[0.36] z[1.06] mag[1.12] 9.09 degrees
92000ms, 0.00RPM, 161.47avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.01] y[0.36] z[1.05] mag[1.11] 8.51 degrees
92500ms, 0.00RPM, 160.59avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.03] y[0.35] z[1.04] mag[1.10] 7.64 degrees
93000ms, 0.00RPM, 159.73avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.05] y[0.32] z[1.10] mag[1.14] 10.72 degrees
93500ms, 0.00RPM, 158.88avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.02] y[0.34] z[1.06] mag[1.11] 9.18 degrees
94000ms, 0.00RPM, 158.03avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.03] y[0.34] z[1.09] mag[1.14] 10.96 degrees
94500ms, 0.00RPM, 157.20avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.00] y[0.34] z[1.05] mag[1.10] 8.62 degrees
95000ms, 0.00RPM, 156.37avgRPM, 0.56V MTR_DIS YES BRAKINGx[-0.01] y[0.29] z[1.08] mag[1.12] 10.79 degrees
95500ms, 0.00RPM, 155.55avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.01] y[0.33] z[1.06] mag[1.11] 9.23 degrees
96000ms, 0.00RPM, 154.74avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.01] y[0.31] z[1.06] mag[1.11] 9.43 degrees
96500ms, 0.00RPM, 153.94avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.01] y[0.35] z[1.05] mag[1.11] 8.94 degrees
97000ms, 0.00RPM, 153.14avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.03] y[0.35] z[1.04] mag[1.10] 7.69 degrees
97500ms, 0.00RPM, 152.36avgRPM, 0.56V MTR_DIS YES BRAKINGx[-0.00] y[0.35] z[1.07] mag[1.12] 10.10 degrees
98000ms, 0.00RPM, 151.58avgRPM, 0.56V MTR_DIS YES BRAKINGx[-0.01] y[0.33] z[1.06] mag[1.11] 9.80 degrees
98500ms, 0.00RPM, 150.81avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.01] y[0.35] z[1.05] mag[1.11] 8.78 degrees
99000ms, 0.00RPM, 150.05avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.00] y[0.31] z[1.04] mag[1.09] 8.16 degrees
99500ms, 0.00RPM, 149.30avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.00] y[0.36] z[1.04] mag[1.10] 7.61 degrees
100000ms, 0.00RPM, 148.55avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.03] y[0.37] z[1.06] mag[1.12] 8.65 degrees
100500ms, 0.00RPM, 147.81avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.02] y[0.36] z[1.04] mag[1.10] 7.70 degrees
101000ms, 0.00RPM, 147.08avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.01] y[0.34] z[1.04] mag[1.09] 7.67 degrees
101500ms, 0.00RPM, 146.35avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.03] y[0.35] z[1.03] mag[1.09] 5.95 degrees
102000ms, 0.00RPM, 145.64avgRPM, 0.56V MTR_DIS YES BRAKINGx[0.00] y[0.35] z[1.06] mag[1.11] 9.34 degrees
102500ms, 0.00RPM, 144.93avgRPM, 0.56V MTR_DIS YES BRAKINGx[-0.00] y[0.36] z[1.04] mag[1.10] 8.26 degrees
103000ms, 0.00RPM, 144.22avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.02] y[0.36] z[1.05] mag[1.11] 8.55 degrees
103500ms, 0.00RPM, 143.53avgRPM, 0.00V MTR_DIS YES BRAKINGx[-0.00] y[0.34] z[1.05] mag[1.11] 9.19 degrees
104000ms, 0.00RPM, 142.84avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.01] y[0.32] z[1.01] mag[1.06] 4.52 degrees
104500ms, 0.00RPM, 142.15avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.01] y[0.34] z[1.05] mag[1.11] 8.68 degrees
105000ms, 0.00RPM, 141.48avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.00] y[0.34] z[1.04] mag[1.10] 8.33 degrees
105500ms, 0.00RPM, 140.81avgRPM, 0.00V MTR_DIS YES BRAKINGx[-0.01] y[0.37] z[1.05] mag[1.12] 9.29 degrees
106000ms, 0.00RPM, 140.14avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.04] y[0.34] z[1.03] mag[1.09] 6.12 degrees
106500ms, 0.00RPM, 139.48avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.04] y[0.33] z[1.03] mag[1.08] 5.54 degrees
107000ms, 0.00RPM, 138.83avgRPM, 0.00V MTR_DIS YES BRAKINGx[0.00] y[0.37] z[1.06] mag[1.13] 9.86 degrees
107500ms, 0.00RPM, 138.19avgRPM, 0.00V MTR_DIS YES BRAKINGx[-0.02] y[0.30] z[1.05] mag[1.09] 8.92 degrees
108000ms, 0.00RPM, 137.55avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.02] y[0.29] z[1.05] mag[1.09] 8.17 degrees
108500ms, 0.00RPM, 136.91avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 7.95 degrees
109000ms, 0.00RPM, 136.28avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.04] y[0.31] z[1.04] mag[1.08] 6.68 degrees
109500ms, 0.00RPM, 135.66avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.03] y[0.35] z[1.06] mag[1.12] 9.23 degrees
110000ms, 0.00RPM, 135.05avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.02] y[0.35] z[1.04] mag[1.10] 7.48 degrees
110500ms, 0.00RPM, 134.43avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.01] y[0.37] z[1.06] mag[1.12] 9.14 degrees
111000ms, 0.00RPM, 133.83avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.04] y[0.33] z[1.03] mag[1.08] 6.28 degrees
111500ms, 0.00RPM, 133.23avgRPM, 0.00V MTR_ENA NOT BRAKINGx[-0.01] y[0.35] z[1.04] mag[1.10] 8.42 degrees
112000ms, 0.00RPM, 132.63avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.02] y[0.31] z[1.06] mag[1.11] 9.18 degrees
112500ms, 0.00RPM, 132.04avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.02] y[0.35] z[1.06] mag[1.12] 9.14 degrees
113000ms, 0.00RPM, 131.46avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.00] y[0.35] z[1.05] mag[1.11] 8.67 degrees
113500ms, 0.00RPM, 130.88avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.01] y[0.35] z[1.04] mag[1.09] 7.16 degrees
114000ms, 0.00RPM, 130.31avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.04] y[0.34] z[1.04] mag[1.10] 7.27 degrees
114500ms, 0.00RPM, 129.74avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.00] y[0.33] z[1.05] mag[1.10] 8.98 degrees
115000ms, 0.00RPM, 129.17avgRPM, 0.00V MTR_ENA NOT BRAKINGx[-0.02] y[0.35] z[1.05] mag[1.11] 9.20 degrees
��0�0.�0.3115500ms, 0.00RPM, 128.61avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.10] 8.13 degrees
116000ms, 0.00RPM, 128.06avgRPM, 0.00V MTR_ENA NOT BRAKINGx[-0.00] y[0.34] z[1.06] mag[1.11] 9.34 degrees
116500ms, 0.00RPM, 127.51avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.02] y[0.33] z[1.04] mag[1.09] 7.57 degrees
117000ms, 0.00RPM, 126.97avgRPM, 0.00V MTR_ENA NOT BRAKINGx[-0.00] y[0.33] z[1.05] mag[1.10] 9.04 degrees
117500ms, 0.00RPM, 126.43avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.01] y[0.37] z[1.06] mag[1.13] 9.71 degrees
118000ms, 0.00RPM, 125.89avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.02] y[0.36] z[1.05] mag[1.11] 8.33 degrees
118500ms, 0.00RPM, 125.36avgRPM, 0.00V MTR_ENA NOT BRAKINGx[-0.02] y[0.30] z[1.09] mag[1.13] 11.73 degrees
119000ms, 0.00RPM, 124.83avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.03] y[0.30] z[1.03] mag[1.07] 5.99 degrees
119500ms, 0.00RPM, 124.31avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.07] y[0.35] z[1.07] mag[1.13] 8.44 degrees
120000ms, 0.00RPM, 123.79avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.00] y[0.33] z[1.05] mag[1.10] 8.83 degrees
120500ms, 0.00RPM, 123.28avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.03] y[0.34] z[1.05] mag[1.10] 8.02 degrees
121000ms, 0.00RPM, 122.77avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.01] y[0.36] z[1.05] mag[1.11] 8.30 degrees
121500ms, 0.00RPM, 122.26avgRPM, 0.00V MTR_ENA NOT BRAKINGx[0.03] y[0.30] z[1.09] mag[1.14] 10.98 degrees
122000ms, 15.00RPM, 121.82avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.03] y[0.35] z[1.05] mag[1.11] 8.04 degrees
122500ms, 395.00RPM, 122.94avgRPM, 0.56V MTR_ENA NOT BRAKINGx[-0.10] y[0.45] z[0.87] mag[0.98] nan degrees
123000ms, 270.00RPM, 123.54avgRPM, 0.56V MTR_ENA NOT BRAKINGx[-0.01] y[0.15] z[1.22] mag[1.23] 16.71 degrees
123500ms, 300.00RPM, 124.25avgRPM, 0.56V MTR_ENA NOT BRAKINGx[-0.04] y[0.18] z[1.12] mag[1.14] 14.27 degrees
124000ms, 360.00RPM, 125.20avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.05] y[0.35] z[1.21] mag[1.26] 15.33 degrees
124500ms, 405.00RPM, 126.33avgRPM, 0.56V MTR_ENA NOT BRAKINGx[-0.09] y[0.37] z[1.11] mag[1.18] 14.95 degrees
125000ms, 445.00RPM, 127.60avgRPM, 0.56V MTR_ENA NOT BRAKINGx[-0.03] y[0.41] z[1.21] mag[1.28] 16.91 degrees
125500ms, 475.00RPM, 128.98avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.15] y[0.38] z[1.17] mag[1.24] 12.28 degrees
126000ms, 495.00RPM, 130.44avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.01] y[0.37] z[1.31] mag[1.36] 18.72 degrees
126500ms, 550.00RPM, 132.09avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.21] y[0.36] z[1.34] mag[1.40] 15.98 degrees
127000ms, 530.00RPM, 133.66avgRPM, 0.56V MTR_ENA NOT BRAKINGx[-0.02] y[0.44] z[1.35] mag[1.42] 19.95 degrees
127500ms, 540.00RPM, 135.25avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.07] y[0.37] z[1.29] mag[1.34] 17.12 degrees
128000ms, 570.00RPM, 136.95avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.05] y[0.47] z[1.30] mag[1.38] 17.77 degrees
128500ms, 565.00RPM, 138.62avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.06] y[0.48] z[1.29] mag[1.37] 17.25 degrees
129000ms, 605.00RPM, 140.43avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.06] y[0.46] z[1.35] mag[1.42] 18.58 degrees
129500ms, 575.00RPM, 142.10avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.01] y[0.46] z[1.42] mag[1.50] 20.64 degrees
130000ms, 580.00RPM, 143.79avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.04] y[0.50] z[1.35] mag[1.44] 18.84 degrees
130500ms, 600.00RPM, 145.54avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.03] y[0.50] z[1.36] mag[1.45] 19.31 degrees
131000ms, 580.00RPM, 147.19avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.09] y[0.41] z[1.46] mag[1.52] 20.14 degrees
131500ms, 590.00RPM, 148.88avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.04] y[0.49] z[1.48] mag[1.56] 21.11 degrees
132000ms, 585.00RPM, 150.53avgRPM, 0.56V MTR_ENA NOT BRAKINGx[-0.03] y[0.44] z[1.45] mag[1.51] 21.67 degrees
132500ms, 605.00RPM, 152.25avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.01] y[0.44] z[1.46] mag[1.52] 21.13 degrees
133000ms, 615.00RPM, 153.98avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.07] y[0.44] z[1.44] mag[1.50] 20.01 degrees
133500ms, 590.00RPM, 155.62avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.12] y[0.48] z[1.43] mag[1.51] 19.10 degrees
134000ms, 635.00RPM, 157.41avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.08] y[0.48] z[1.46] mag[1.54] 20.25 degrees
134500ms, 610.00RPM, 159.09avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.08] y[0.45] z[1.49] mag[1.56] 20.65 degrees
135000ms, 600.00RPM, 160.72avgRPM, 0.56V MTR_ENA NOT BRAKINGx[-0.03] y[0.43] z[1.46] mag[1.52] 21.74 degrees
135500ms, 605.00RPM, 162.36avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.08] y[0.41] z[1.53] mag[1.59] 21.14 degrees
136000ms, 605.00RPM, 163.99avgRPM, 0.56V MTR_ENA NOT BRAKINGx[0.08] y[0.44] z[1.42] mag[1.49] 19.58 degrees
136500ms, 645.00RPM, 165.75avgRPM, 1.11V MTR_ENA NOT BRAKINGx[-0.25] y[0.35] z[1.62] mag[1.67] 25.91 degrees
137000ms, 730.00RPM, 167.81avgRPM, 1.11V MTR_ENA NOT BRAKINGx[-0.10] y[0.58] z[1.86] mag[1.95] 25.82 degrees
137500ms, 820.00RPM, 170.18avgRPM, 1.11V MTR_ENA NOT BRAKINGx[-0.06] y[0.71] z[2.49] mag[2.59] 27.55 degrees
138000ms, 885.00RPM, 172.77avgRPM, 1.11V MTR_ENA NOT BRAKINGx[-0.05] y[0.67] z[2.78] mag[2.86] 28.01 degrees
138500ms, 995.00RPM, 175.74avgRPM, 1.11V MTR_ENA NOT BRAKINGx[-0.13] y[0.62] z[3.11] mag[3.18] 28.67 degrees
139000ms, 1045.00RPM, 178.87avgRPM, 1.11V MTR_ENA NOT BRAKINGx[-0.02] y[0.88] z[3.36] mag[3.48] 28.56 degrees
139500ms, 1050.00RPM, 181.99avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.05] y[0.87] z[3.53] mag[3.63] 28.51 degrees
140000ms, 1065.00RPM, 185.14avgRPM, 1.11V MTR_ENA NOT BRAKINGx[-0.01] y[0.89] z[3.79] mag[3.89] 28.85 degrees
140500ms, 1110.00RPM, 188.43avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.05] y[0.92] z[3.86] mag[3.97] 28.76 degrees
141000ms, 1165.00RPM, 191.90avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.10] y[1.03] z[3.93] mag[4.07] 28.69 degrees
141500ms, 1170.00RPM, 195.35avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.03] y[1.03] z[4.12] mag[4.25] 28.96 degrees
142000ms, 1240.00RPM, 199.03avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.18] y[1.01] z[4.29] mag[4.41] 28.75 degrees
142500ms, 1205.00RPM, 202.56avgRPM, 1.11V MTR_ENA NOT BRAKINGx[-0.01] y[1.04] z[4.46] mag[4.58] 29.17 degrees
143000ms, 1205.00RPM, 206.07avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.03] y[1.03] z[4.53] mag[4.65] 29.13 degrees
143500ms, 1215.00RPM, 209.58avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.05] y[1.06] z[4.55] mag[4.67] 29.12 degrees
144000ms, 1205.00RPM, 213.04avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.02] y[0.98] z[4.79] mag[4.89] 29.25 degrees
144500ms, 1235.00RPM, 216.57avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.02] y[1.09] z[4.62] mag[4.75] 29.19 degrees
145000ms, 1230.00RPM, 220.07avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.12] y[1.10] z[4.80] mag[4.93] 29.09 degrees
145500ms, 1240.00RPM, 223.57avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.05] y[1.04] z[4.86] mag[4.97] 29.22 degrees
146000ms, 1230.00RPM, 227.02avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.09] y[1.12] z[4.95] mag[5.08] 29.20 degrees
146500ms, 1240.00RPM, 230.48avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.23] y[1.22] z[4.76] mag[4.92] 28.89 degrees
147000ms, 1250.00RPM, 233.95avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.18] y[1.03] z[4.88] mag[4.99] 29.04 degrees
147500ms, 1255.00RPM, 237.41avgRPM, 1.11V MTR_ENA NOT BRAKINGx[-0.07] y[1.00] z[5.07] mag[5.17] 29.44 degrees
148000ms, 1265.00RPM, 240.88avgRPM, 1.11V MTR_ENA NOT BRAKINGx[-0.00] y[0.99] z[5.11] mag[5.20] 29.37 degrees
148500ms, 1260.00RPM, 244.31avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.08] y[1.13] z[5.10] mag[5.23] 29.26 degrees
149000ms, 1275.00RPM, 247.77avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.02] y[1.07] z[5.10] mag[5.21] 29.33 degrees
149500ms, 1255.00RPM, 251.14avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.14] y[1.14] z[4.96] mag[5.09] 29.13 degrees
150000ms, 1285.00RPM, 254.58avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.02] y[1.09] z[5.17] mag[5.28] 29.36 degrees
150500ms, 1275.00RPM, 257.97avgRPM, 1.11V MTR_ENA NOT BRAKINGx[-0.14] y[1.02] z[5.15] mag[5.25] 29.54 degrees
151000ms, 1270.00RPM, 261.32avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.21] y[1.19] z[5.01] mag[5.15] 29.04 degrees
151500ms, 1295.00RPM, 264.74avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.13] y[1.11] z[4.99] mag[5.11] 29.15 degrees
152000ms, 1270.00RPM, 268.04avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.08] y[1.09] z[5.19] mag[5.30] 29.29 degrees
152500ms, 1290.00RPM, 271.39avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.08] y[1.10] z[5.09] mag[5.21] 29.25 degrees
153000ms, 1275.00RPM, 274.67avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.12] y[1.07] z[5.07] mag[5.18] 29.18 degrees
153500ms, 1285.00RPM, 277.96avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.03] y[1.14] z[5.15] mag[5.27] 29.34 degrees
154000ms, 1285.00RPM, 281.23avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.19] y[1.09] z[5.00] mag[5.12] 29.07 degrees
154500ms, 1325.00RPM, 284.61avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.06] y[1.08] z[5.17] mag[5.29] 29.30 degrees
155000ms, 1265.00RPM, 287.77avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.02] y[1.07] z[5.11] mag[5.22] 29.33 degrees
155500ms, 1305.00RPM, 291.04avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.02] y[1.07] z[5.21] mag[5.32] 29.36 degrees
156000ms, 1275.00RPM, 294.20avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.09] y[1.16] z[5.08] mag[5.22] 29.24 degrees
156500ms, 1290.00RPM, 297.38avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.03] y[1.08] z[5.16] mag[5.27] 29.34 degrees
157000ms, 1265.00RPM, 300.46avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.14] y[1.18] z[5.08] mag[5.22] 29.17 degrees
157500ms, 1290.00RPM, 303.60avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.04] y[1.07] z[5.12] mag[5.23] 29.31 degrees
158000ms, 1295.00RPM, 306.74avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.18] y[1.14] z[5.16] mag[5.29] 29.13 degrees
158500ms, 1300.00RPM, 309.87avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.16] y[1.07] z[5.09] mag[5.21] 29.13 degrees
159000ms, 1265.00RPM, 312.88avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.16] y[1.13] z[5.14] mag[5.26] 29.15 degrees
159500ms, 1270.00RPM, 315.88avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.06] y[1.11] z[5.23] mag[5.35] 29.31 degrees
160000ms, 1270.00RPM, 318.86avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.23] y[1.12] z[5.11] mag[5.23] 29.05 degrees
160500ms, 1280.00RPM, 321.85avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.15] y[1.21] z[5.08] mag[5.23] 29.15 degrees
161000ms, 1290.00RPM, 324.86avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.02] y[1.09] z[5.22] mag[5.33] 29.37 degrees
161500ms, 1265.00RPM, 327.77avgRPM, 1.11V MTR_ENA NOT BRAKINGx[0.10] y[1.15] z[5.18] mag[5.31] 29.26 degrees
162000ms, 1160.00RPM, 330.34avgRPM, 1.11V MTR_DIS NOT BRAKINGx[0.17] y[1.09] z[5.15] mag[5.26] 29.14 degrees
162500ms, 1230.00RPM, 333.11avgRPM, 1.11V MTR_DIS NOT BRAKINGx[0.15] y[1.00] z[4.82] mag[4.93] 29.06 degrees
163000ms, 1205.00RPM, 335.78avgRPM, 1.11V MTR_DIS NOT BRAKINGx[0.09] y[1.04] z[4.50] mag[4.62] 29.02 degrees
163500ms, 1175.00RPM, 338.35avgRPM, 1.11V MTR_DIS NOT BRAKINGx[0.11] y[0.93] z[4.30] mag[4.40] 28.89 degrees
164000ms, 1140.00RPM, 340.79avgRPM, 1.11V MTR_DIS NOT BRAKINGx[0.16] y[0.91] z[4.12] mag[4.22] 28.69 degrees
164500ms, 1110.00RPM, 343.13avgRPM, 1.11V MTR_DIS NOT BRAKINGx[0.08] y[0.85] z[3.86] mag[3.96] 28.69 degrees
165000ms, 1080.00RPM, 345.36avgRPM, 1.11V MTR_DIS NOT BRAKINGx[0.14] y[0.86] z[3.73] mag[3.83] 28.46 degrees
165500ms, 1055.00RPM, 347.51avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.78] z[3.59] mag[3.67] 28.53 degrees
166000ms, 1025.00RPM, 349.55avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.13] y[0.78] z[3.40] mag[3.49] 28.17 degrees
166500ms, 995.00RPM, 351.49avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.12] y[0.72] z[3.22] mag[3.30] 27.98 degrees
167000ms, 975.00RPM, 353.35avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.71] z[3.11] mag[3.19] 28.04 degrees
167500ms, 960.00RPM, 355.16avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.71] z[2.97] mag[3.05] 27.86 degrees
168000ms, 930.00RPM, 356.87avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.11] y[0.63] z[2.87] mag[2.94] 27.48 degrees
168500ms, 910.00RPM, 358.52avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.10] y[0.62] z[2.78] mag[2.84] 27.39 degrees
169000ms, 890.00RPM, 360.09avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.11] y[0.61] z[2.67] mag[2.74] 27.11 degrees
169500ms, 860.00RPM, 361.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.60] z[2.55] mag[2.62] 27.06 degrees
170000ms, 835.00RPM, 362.96avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.55] z[2.54] mag[2.60] 27.12 degrees
170500ms, 820.00RPM, 364.30avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.09] y[0.56] z[2.37] mag[2.44] 26.45 degrees
171000ms, 795.00RPM, 365.56avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.09] y[0.48] z[2.27] mag[2.32] 26.08 degrees
171500ms, 775.00RPM, 366.75avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.07] y[0.54] z[2.20] mag[2.27] 25.96 degrees
172000ms, 765.00RPM, 367.91avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.10] y[0.51] z[2.03] mag[2.09] 24.98 degrees
172500ms, 750.00RPM, 369.01avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.54] z[1.93] mag[2.01] 25.00 degrees
173000ms, 730.00RPM, 370.06avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.47] z[1.85] mag[1.91] 24.67 degrees
173500ms, 710.00RPM, 371.04avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.08] y[0.48] z[1.80] mag[1.87] 23.79 degrees
174000ms, 695.00RPM, 371.97avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.09] y[0.46] z[1.74] mag[1.80] 23.23 degrees
174500ms, 680.00RPM, 372.85avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.05] y[0.49] z[1.72] mag[1.79] 23.39 degrees
175000ms, 660.00RPM, 373.67avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.06] y[0.43] z[1.66] mag[1.71] 22.75 degrees
175500ms, 635.00RPM, 374.42avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.02] y[0.46] z[1.63] mag[1.69] 23.02 degrees
176000ms, 625.00RPM, 375.13avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.09] y[0.43] z[1.56] mag[1.62] 21.45 degrees
176500ms, 615.00RPM, 375.81avgRPM, 0.00V MTR_DIS NOT BRAKINGx[0.04] y[0.43] z[1.52] mag[1.58] 21.56 degrees
