74500ms, 1780.00RPM, 973.56avgRPM, 1.67V MTR_ENA NOT BRAKINGx[0.09] y[2.01] z[9.68] mag[9.88] 83.51 degrees
163000ms, 0.00RPM, 649.17avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.37] z[1.06] mag[1.13] 19.63 degrees
163500ms, 0.00RPM, 647.19avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.00] y[0.32] z[1.04] mag[1.09] 15.47 degrees
164000ms, 0.00RPM, 645.21avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.37] z[1.05] mag[1.11] 16.64 degrees
164500ms, 0.00RPM, 643.25avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.05] mag[1.10] 17.78 degrees
165000ms, 0.00RPM, 641.30avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.25] z[1.11] mag[1.14] 25.34 degrees
165500ms, 0.00RPM, 639.37avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.05] y[0.36] z[1.06] mag[1.12] 17.39 degrees
166000ms, 0.00RPM, 637.44avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.32] z[1.05] mag[1.10] 18.31 degrees
166500ms, 0.00RPM, 635.53avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.02] y[0.37] z[1.04] mag[1.10] 17.23 degrees
167000ms, 0.00RPM, 633.62avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.32] z[1.07] mag[1.12] 21.67 degrees
167500ms, 0.00RPM, 631.73avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.31] z[1.08] mag[1.13] 22.86 degrees
168000ms, 0.00RPM, 629.85avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.30] z[1.08] mag[1.12] 21.78 degrees
168500ms, 0.00RPM, 627.98avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.05] y[0.31] z[1.09] mag[1.14] 21.04 degrees
169000ms, 0.00RPM, 626.12avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.37] z[1.06] mag[1.12] 20.09 degrees
169500ms, 0.00RPM, 624.28avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.32] z[1.06] mag[1.11] 19.37 degrees
170000ms, 0.00RPM, 622.44avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.28] z[1.07] mag[1.10] 18.42 degrees
170500ms, 0.00RPM, 620.62avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.32] z[1.05] mag[1.10] 16.15 degrees
171000ms, 0.00RPM, 618.80avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.06] mag[1.11] 19.13 degrees
171500ms, 0.00RPM, 617.00avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.04] mag[1.10] 13.84 degrees
172000ms, 0.00RPM, 615.20avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.36] z[1.05] mag[1.11] 17.54 degrees
172500ms, 0.00RPM, 613.42avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.02] y[0.36] z[1.07] mag[1.12] 21.39 degrees
173000ms, 0.00RPM, 611.65avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 17.27 degrees
173500ms, 0.00RPM, 609.88avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.31] z[1.07] mag[1.12] 19.71 degrees
174000ms, 0.00RPM, 608.13avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.03] y[0.34] z[1.06] mag[1.12] 21.61 degrees
174500ms, 0.00RPM, 606.39avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.05] mag[1.11] 17.79 degrees
175000ms, 0.00RPM, 604.66avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.31] z[1.05] mag[1.10] 16.84 degrees
175500ms, 0.00RPM, 602.93avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.02] y[0.36] z[1.04] mag[1.10] 17.46 degrees
176000ms, 0.00RPM, 601.22avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.32] z[1.04] mag[1.09] 15.25 degrees
176500ms, 0.00RPM, 599.52avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.06] mag[1.11] 18.21 degrees
177000ms, 0.00RPM, 597.82avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.04] mag[1.09] 13.73 degrees
177500ms, 0.00RPM, 596.14avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.32] z[1.05] mag[1.10] 19.06 degrees
178000ms, 0.00RPM, 594.47avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.10] 16.53 degrees
178500ms, 0.00RPM, 592.80avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.05] mag[1.11] 18.85 degrees
179000ms, 0.00RPM, 591.15avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.07] mag[1.12] 20.33 degrees
179500ms, 0.00RPM, 589.50avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.04] mag[1.10] 16.07 degrees
180000ms, 0.00RPM, 587.86avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.04] mag[1.09] 14.33 degrees
180500ms, 0.00RPM, 586.23avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.06] mag[1.11] 18.73 degrees
181000ms, 0.00RPM, 584.61avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.06] mag[1.12] 19.22 degrees
